date,ticker,mid,marketid,comment
5/12/2011,TEST1,120.9192892,TEST1,NA
5/11/2011,TEST1,122.1284821,TEST1,NA
5/10/2011,TEST1,118.4646277,TEST1,NA
5/9/2011,TEST1,114.9106888,TEST1,NA
5/8/2011,TEST1,116.0597957,TEST1,NA
5/7/2011,TEST1,117.2203937,TEST1,NA
5/6/2011,TEST1,118.3925976,TEST1,NA
5/5/2011,TEST1,119.5765236,TEST1,NA
5/4/2011,TEST1,120.7722888,TEST1,NA
5/3/2011,TEST1,121.9800117,TEST1,NA
5/2/2011,TEST1,118.3206114,TEST1,NA
5/1/2011,TEST1,114.770993,TEST1,NA
4/30/2011,TEST1,114.9106888,TEST1,NA
4/29/2011,TEST1,116.0597957,TEST1,NA
4/28/2011,TEST1,117.2203937,TEST1,NA
4/27/2011,TEST1,118.3925976,TEST1,NA
4/26/2011,TEST1,119.5765236,TEST1,NA
4/25/2011,TEST1,120.7722888,TEST1,NA
4/24/2011,TEST1,117.1491202,TEST1,NA
4/23/2011,TEST1,113.6346466,TEST1,NA
4/22/2011,TEST1,114.770993,TEST1,NA
4/21/2011,TEST1,115.918703,TEST1,NA
4/20/2011,TEST1,117.07789,TEST1,NA
4/19/2011,TEST1,118.2486689,TEST1,NA
4/18/2011,TEST1,119.4311556,TEST1,NA
4/17/2011,TEST1,120.6254671,TEST1,NA
4/16/2011,TEST1,117.0067031,TEST1,NA
4/15/2011,TEST1,113.496502,TEST1,NA
4/14/2011,TEST1,113.6346466,TEST1,NA
4/13/2011,TEST1,114.770993,TEST1,NA
4/12/2011,TEST1,115.918703,TEST1,NA
4/11/2011,TEST1,117.07789,TEST1,NA
4/10/2011,TEST1,118.2486689,TEST1,NA
4/9/2011,TEST1,119.4311556,TEST1,NA
4/8/2011,TEST1,115.8482209,TEST1,NA
4/7/2011,TEST1,112.3727743,TEST1,NA
4/6/2011,TEST1,113.496502,TEST1,NA
4/5/2011,TEST1,114.6314671,TEST1,NA
4/4/2011,TEST1,115.7777817,TEST1,NA
4/3/2011,TEST1,116.9355595,TEST1,NA
4/2/2011,TEST1,118.1049151,TEST1,NA
4/1/2011,TEST1,119.2859643,TEST1,NA
3/31/2011,TEST1,115.7073854,TEST1,NA
3/30/2011,TEST1,112.2361638,TEST1,NA
3/29/2011,TEST1,112.3727743,TEST1,NA
3/28/2011,TEST1,113.496502,TEST1,NA
3/27/2011,TEST1,114.6314671,TEST1,NA
3/26/2011,TEST1,115.7777817,TEST1,NA
3/25/2011,TEST1,116.9355595,TEST1,NA
3/24/2011,TEST1,118.1049151,TEST1,NA
3/23/2011,TEST1,114.5617677,TEST1,NA
3/22/2011,TEST1,111.1249146,TEST1,NA
3/21/2011,TEST1,112.2361638,TEST1,NA
3/20/2011,TEST1,113.3585254,TEST1,NA
3/19/2011,TEST1,114.4921107,TEST1,NA
3/18/2011,TEST1,115.6370318,TEST1,NA
3/17/2011,TEST1,116.7934021,TEST1,NA
3/16/2011,TEST1,117.9613361,TEST1,NA
3/15/2011,TEST1,114.422496,TEST1,NA
3/14/2011,TEST1,110.9898212,TEST1,NA
3/13/2011,TEST1,111.1249146,TEST1,NA
3/12/2011,TEST1,112.2361638,TEST1,NA
3/11/2011,TEST1,113.3585254,TEST1,NA
3/10/2011,TEST1,114.4921107,TEST1,NA
3/9/2011,TEST1,115.6370318,TEST1,NA
3/8/2011,TEST1,116.7934021,TEST1,NA
3/7/2011,TEST1,113.2896,TEST1,NA
3/6/2011,TEST1,109.890912,TEST1,NA
3/5/2011,TEST1,110.9898212,TEST1,NA
3/4/2011,TEST1,112.0997194,TEST1,NA
3/3/2011,TEST1,113.2207166,TEST1,NA
3/2/2011,TEST1,114.3529237,TEST1,NA
3/1/2011,TEST1,115.496453,TEST1,NA
2/28/2011,TEST1,116.6514175,TEST1,NA
2/27/2011,TEST1,113.151875,TEST1,NA
2/26/2011,TEST1,109.7573187,TEST1,NA
2/25/2011,TEST1,109.890912,TEST1,NA
2/24/2011,TEST1,110.9898212,TEST1,NA
2/23/2011,TEST1,112.0997194,TEST1,NA
2/22/2011,TEST1,113.2207166,TEST1,NA
2/21/2011,TEST1,114.3529237,TEST1,NA
2/20/2011,TEST1,115.496453,TEST1,NA
2/19/2011,TEST1,112.0315594,TEST1,NA
2/18/2011,TEST1,108.6706126,TEST1,NA
2/17/2011,TEST1,109.7573187,TEST1,NA
2/16/2011,TEST1,110.8548919,TEST1,NA
2/15/2011,TEST1,111.9634408,TEST1,NA
2/14/2011,TEST1,113.0830752,TEST1,NA
2/13/2011,TEST1,114.213906,TEST1,NA
2/12/2011,TEST1,115.3560451,TEST1,NA
2/11/2011,TEST1,111.8953637,TEST1,NA
2/10/2011,TEST1,108.5385028,TEST1,NA
2/9/2011,TEST1,108.6706126,TEST1,NA
2/8/2011,TEST1,109.7573187,TEST1,NA
2/7/2011,TEST1,110.8548919,TEST1,NA
2/6/2011,TEST1,111.9634408,TEST1,NA
2/5/2011,TEST1,113.0830752,TEST1,NA
2/4/2011,TEST1,114.213906,TEST1,NA
2/3/2011,TEST1,110.7874888,TEST1,NA
2/2/2011,TEST1,107.4638642,TEST1,NA
2/1/2011,TEST1,108.5385028,TEST1,NA
1/31/2011,TEST1,109.6238878,TEST1,NA
1/30/2011,TEST1,110.7201267,TEST1,NA
1/29/2011,TEST1,111.827328,TEST1,NA
1/28/2011,TEST1,112.9456012,TEST1,NA
1/27/2011,TEST1,114.0750573,TEST1,NA
1/26/2011,TEST1,110.6528055,TEST1,NA
1/25/2011,TEST1,107.3332214,TEST1,NA
1/24/2011,TEST1,107.4638642,TEST1,NA
1/23/2011,TEST1,108.5385028,TEST1,NA
1/22/2011,TEST1,109.6238878,TEST1,NA
1/21/2011,TEST1,110.7201267,TEST1,NA
1/20/2011,TEST1,111.827328,TEST1,NA
1/19/2011,TEST1,112.9456012,TEST1,NA
1/18/2011,TEST1,109.5572332,TEST1,NA
1/17/2011,TEST1,106.2705162,TEST1,NA
1/16/2011,TEST1,107.3332214,TEST1,NA
1/15/2011,TEST1,108.4065536,TEST1,NA
1/14/2011,TEST1,109.4906191,TEST1,NA
1/13/2011,TEST1,110.5855253,TEST1,NA
1/12/2011,TEST1,111.6913806,TEST1,NA
1/11/2011,TEST1,112.8082944,TEST1,NA
1/10/2011,TEST1,109.4240455,TEST1,NA
1/9/2011,TEST1,106.1413242,TEST1,NA
1/8/2011,TEST1,106.2705162,TEST1,NA
1/7/2011,TEST1,107.3332214,TEST1,NA
1/6/2011,TEST1,108.4065536,TEST1,NA
1/5/2011,TEST1,109.4906191,TEST1,NA
1/4/2011,TEST1,110.5855253,TEST1,NA
1/3/2011,TEST1,111.6913806,TEST1,NA
1/2/2011,TEST1,108.3406392,TEST1,NA
1/1/2011,TEST1,105.09042,TEST1,NA
12/31/2010,TEST1,106.1413242,TEST1,NA
12/30/2010,TEST1,107.2027374,TEST1,NA
12/29/2010,TEST1,108.2747648,TEST1,NA
12/28/2010,TEST1,109.3575124,TEST1,NA
12/27/2010,TEST1,110.4510876,TEST1,NA
12/26/2010,TEST1,111.5555984,TEST1,NA
12/25/2010,TEST1,108.2089305,TEST1,NA
12/24/2010,TEST1,104.9626626,TEST1,NA
12/23/2010,TEST1,105.09042,TEST1,NA
12/22/2010,TEST1,106.1413242,TEST1,NA
12/21/2010,TEST1,107.2027374,TEST1,NA
12/20/2010,TEST1,108.2747648,TEST1,NA
12/19/2010,TEST1,109.3575124,TEST1,NA
12/18/2010,TEST1,110.4510876,TEST1,NA
12/17/2010,TEST1,107.1375549,TEST1,NA
12/16/2010,TEST1,103.9234283,TEST1,NA
12/15/2010,TEST1,104.9626626,TEST1,NA
12/14/2010,TEST1,106.0122892,TEST1,NA
12/13/2010,TEST1,107.0724121,TEST1,NA
12/12/2010,TEST1,108.1431362,TEST1,NA
12/11/2010,TEST1,109.2245676,TEST1,NA
12/10/2010,TEST1,110.3168133,TEST1,NA
12/9/2010,TEST1,111.4199814,TEST1,NA
12/8/2010,TEST1,108.0773819,TEST1,NA
12/7/2010,TEST1,104.8350605,TEST1,NA
12/6/2010,TEST1,104.9626626,TEST1,NA
12/5/2010,TEST1,106.0122892,TEST1,NA
12/4/2010,TEST1,107.0724121,TEST1,NA
12/3/2010,TEST1,108.1431362,TEST1,NA
12/2/2010,TEST1,109.2245676,TEST1,NA
12/1/2010,TEST1,110.3168133,TEST1,NA
11/30/2010,TEST1,107.0073089,TEST1,NA
11/29/2010,TEST1,103.7970896,TEST1,NA
11/28/2010,TEST1,104.8350605,TEST1,NA
11/27/2010,TEST1,105.8834111,TEST1,NA
11/26/2010,TEST1,106.9422452,TEST1,NA
11/25/2010,TEST1,108.0116677,TEST1,NA
11/24/2010,TEST1,109.0917843,TEST1,NA
11/23/2010,TEST1,110.1827022,TEST1,NA
11/22/2010,TEST1,106.8772211,TEST1,NA
11/21/2010,TEST1,103.6709045,TEST1,NA
11/20/2010,TEST1,103.7970896,TEST1,NA
11/19/2010,TEST1,104.8350605,TEST1,NA
11/18/2010,TEST1,105.8834111,TEST1,NA
11/17/2010,TEST1,106.9422452,TEST1,NA
11/16/2010,TEST1,108.0116677,TEST1,NA
11/15/2010,TEST1,109.0917843,TEST1,NA
11/14/2010,TEST1,105.8190308,TEST1,NA
11/13/2010,TEST1,102.6444599,TEST1,NA
11/12/2010,TEST1,103.6709045,TEST1,NA
11/11/2010,TEST1,104.7076135,TEST1,NA
11/10/2010,TEST1,105.7546897,TEST1,NA
11/9/2010,TEST1,106.8122366,TEST1,NA
11/8/2010,TEST1,107.8803589,TEST1,NA
11/7/2010,TEST1,108.9591625,TEST1,NA
11/6/2010,TEST1,105.6903876,TEST1,NA
11/5/2010,TEST1,102.519676,TEST1,NA
11/4/2010,TEST1,102.6444599,TEST1,NA
11/3/2010,TEST1,103.6709045,TEST1,NA
11/2/2010,TEST1,104.7076135,TEST1,NA
11/1/2010,TEST1,105.7546897,TEST1,NA
10/31/2010,TEST1,106.8122366,TEST1,NA
10/30/2010,TEST1,107.8803589,TEST1,NA
10/29/2010,TEST1,104.6439481,TEST1,NA
10/28/2010,TEST1,101.5046297,TEST1,NA
10/27/2010,TEST1,102.519676,TEST1,NA
10/26/2010,TEST1,103.5448728,TEST1,NA
10/25/2010,TEST1,104.5803215,TEST1,NA
10/24/2010,TEST1,105.6261247,TEST1,NA
10/23/2010,TEST1,106.682386,TEST1,NA
10/22/2010,TEST1,107.7492098,TEST1,NA
10/21/2010,TEST1,104.5167335,TEST1,NA
10/20/2010,TEST1,101.3812315,TEST1,NA
10/19/2010,TEST1,101.5046297,TEST1,NA
10/18/2010,TEST1,102.519676,TEST1,NA
10/17/2010,TEST1,103.5448728,TEST1,NA
10/16/2010,TEST1,104.5803215,TEST1,NA
10/15/2010,TEST1,105.6261247,TEST1,NA
10/14/2010,TEST1,106.682386,TEST1,NA
10/13/2010,TEST1,103.4819144,TEST1,NA
10/12/2010,TEST1,100.3774569,TEST1,NA
10/11/2010,TEST1,101.3812315,TEST1,NA
10/10/2010,TEST1,102.3950438,TEST1,NA
10/9/2010,TEST1,103.4189943,TEST1,NA
10/8/2010,TEST1,104.4531842,TEST1,NA
10/7/2010,TEST1,105.497716,TEST1,NA
10/6/2010,TEST1,106.5526932,TEST1,NA
10/5/2010,TEST1,103.3561124,TEST1,NA
10/4/2010,TEST1,100.255429,TEST1,NA
10/3/2010,TEST1,100.3774569,TEST1,NA
10/2/2010,TEST1,101.3812315,TEST1,NA
10/1/2010,TEST1,102.3950438,TEST1,NA
9/30/2010,TEST1,103.4189943,TEST1,NA
9/29/2010,TEST1,104.4531842,TEST1,NA
9/28/2010,TEST1,105.497716,TEST1,NA
9/27/2010,TEST1,102.3327846,TEST1,NA
9/26/2010,TEST1,99.26280103,TEST1,NA
9/25/2010,TEST1,100.255429,TEST1,NA
9/24/2010,TEST1,101.2579833,TEST1,NA
9/23/2010,TEST1,102.2705632,TEST1,NA
9/22/2010,TEST1,103.2932688,TEST1,NA
9/21/2010,TEST1,104.3262015,TEST1,NA
9/20/2010,TEST1,105.3694635,TEST1,NA
9/19/2010,TEST1,102.2083796,TEST1,NA
9/18/2010,TEST1,99.14212821,TEST1,NA
9/17/2010,TEST1,99.26280103,TEST1,NA
9/16/2010,TEST1,100.255429,TEST1,NA
9/15/2010,TEST1,101.2579833,TEST1,NA
9/14/2010,TEST1,102.2705632,TEST1,NA
9/13/2010,TEST1,103.2932688,TEST1,NA
9/12/2010,TEST1,104.3262015,TEST1,NA
9/11/2010,TEST1,101.1964154,TEST1,NA
9/10/2010,TEST1,98.16052298,TEST1,NA
9/9/2010,TEST1,99.14212821,TEST1,NA
9/8/2010,TEST1,100.1335495,TEST1,NA
9/7/2010,TEST1,101.134885,TEST1,NA
9/6/2010,TEST1,102.1462338,TEST1,NA
9/5/2010,TEST1,103.1676962,TEST1,NA
9/4/2010,TEST1,104.1993731,TEST1,NA
9/3/2010,TEST1,101.0733919,TEST1,NA
9/2/2010,TEST1,98.04119018,TEST1,NA
9/1/2010,TEST1,98.16052298,TEST1,NA
8/31/2010,TEST1,99.14212821,TEST1,NA
8/30/2010,TEST1,100.1335495,TEST1,NA
8/29/2010,TEST1,101.134885,TEST1,NA
8/28/2010,TEST1,102.1462338,TEST1,NA
8/27/2010,TEST1,103.1676962,TEST1,NA
8/26/2010,TEST1,100.0726653,TEST1,NA
8/25/2010,TEST1,97.07048533,TEST1,NA
8/24/2010,TEST1,98.04119018,TEST1,NA
8/23/2010,TEST1,99.02160208,TEST1,NA
8/22/2010,TEST1,100.0118181,TEST1,NA
8/21/2010,TEST1,101.0119363,TEST1,NA
8/20/2010,TEST1,102.0220556,TEST1,NA
8/19/2010,TEST1,103.0422762,TEST1,NA
8/18/2010,TEST1,99.95100792,TEST1,NA
8/17/2010,TEST1,96.95247768,TEST1,NA
8/16/2010,TEST1,97.07048533,TEST1,NA
8/15/2010,TEST1,98.04119018,TEST1,NA
8/14/2010,TEST1,99.02160208,TEST1,NA
8/13/2010,TEST1,100.0118181,TEST1,NA
8/12/2010,TEST1,101.0119363,TEST1,NA
8/11/2010,TEST1,102.0220556,TEST1,NA
8/10/2010,TEST1,98.96139398,TEST1,NA
8/9/2010,TEST1,95.99255216,TEST1,NA
8/8/2010,TEST1,96.95247768,TEST1,NA
8/7/2010,TEST1,97.92200246,TEST1,NA
8/6/2010,TEST1,98.90122248,TEST1,NA
8/5/2010,TEST1,99.89023471,TEST1,NA
8/4/2010,TEST1,100.8891371,TEST1,NA
8/3/2010,TEST1,101.8980284,TEST1,NA
8/2/2010,TEST1,98.84108757,TEST1,NA
8/1/2010,TEST1,95.87585494,TEST1,NA
7/31/2010,TEST1,95.99255216,TEST1,NA
7/30/2010,TEST1,96.95247768,TEST1,NA
7/29/2010,TEST1,97.92200246,TEST1,NA
7/28/2010,TEST1,98.90122248,TEST1,NA
7/27/2010,TEST1,99.89023471,TEST1,NA
7/26/2010,TEST1,100.8891371,TEST1,NA
7/25/2010,TEST1,97.86246294,TEST1,NA
7/24/2010,TEST1,94.92658905,TEST1,NA
7/23/2010,TEST1,95.87585494,TEST1,NA
7/22/2010,TEST1,96.83461349,TEST1,NA
7/21/2010,TEST1,97.80295963,TEST1,NA
7/20/2010,TEST1,98.78098922,TEST1,NA
7/19/2010,TEST1,99.76879912,TEST1,NA
7/18/2010,TEST1,100.7664871,TEST1,NA
7/17/2010,TEST1,97.74349249,TEST1,NA
7/16/2010,TEST1,94.81118772,TEST1,NA
7/15/2010,TEST1,94.92658905,TEST1,NA
7/14/2010,TEST1,95.87585494,TEST1,NA
7/13/2010,TEST1,96.83461349,TEST1,NA
7/12/2010,TEST1,97.80295963,TEST1,NA
7/11/2010,TEST1,98.78098922,TEST1,NA
7/10/2010,TEST1,99.76879912,TEST1,NA
7/9/2010,TEST1,96.77573514,TEST1,NA
7/8/2010,TEST1,93.87246309,TEST1,NA
7/7/2010,TEST1,94.81118772,TEST1,NA
7/6/2010,TEST1,95.7592996,TEST1,NA
7/5/2010,TEST1,96.71689259,TEST1,NA
7/4/2010,TEST1,97.68406152,TEST1,NA
7/3/2010,TEST1,98.66090213,TEST1,NA
7/2/2010,TEST1,99.64751116,TEST1,NA
7/1/2010,TEST1,96.65808582,TEST1,NA
6/30/2010,TEST1,93.75834325,TEST1,NA
6/29/2010,TEST1,93.87246309,TEST1,NA
6/28/2010,TEST1,94.81118772,TEST1,NA
6/27/2010,TEST1,95.7592996,TEST1,NA
6/26/2010,TEST1,96.71689259,TEST1,NA
6/25/2010,TEST1,97.68406152,TEST1,NA
6/24/2010,TEST1,98.66090213,TEST1,NA
6/23/2010,TEST1,95.70107507,TEST1,NA
6/22/2010,TEST1,92.83004282,TEST1,NA
6/21/2010,TEST1,93.75834325,TEST1,NA
6/20/2010,TEST1,94.69592668,TEST1,NA
6/19/2010,TEST1,95.64288595,TEST1,NA
6/18/2010,TEST1,96.59931481,TEST1,NA
6/17/2010,TEST1,97.56530795,TEST1,NA
6/16/2010,TEST1,98.54096103,TEST1,NA
6/15/2010,TEST1,95.5847322,TEST1,NA
6/14/2010,TEST1,92.71719024,TEST1,NA
6/13/2010,TEST1,92.83004282,TEST1,NA
6/12/2010,TEST1,93.75834325,TEST1,NA
6/11/2010,TEST1,94.69592668,TEST1,NA
6/10/2010,TEST1,95.64288595,TEST1,NA
6/9/2010,TEST1,96.59931481,TEST1,NA
6/8/2010,TEST1,97.56530795,TEST1,NA
6/7/2010,TEST1,94.63834871,TEST1,NA
6/6/2010,TEST1,91.79919825,TEST1,NA
6/5/2010,TEST1,92.71719024,TEST1,NA
6/4/2010,TEST1,93.64436214,TEST1,NA
6/3/2010,TEST1,94.58080576,TEST1,NA
6/2/2010,TEST1,95.52661382,TEST1,NA
6/1/2010,TEST1,96.48187996,TEST1,NA
5/31/2010,TEST1,97.44669875,TEST1,NA
5/30/2010,TEST1,94.52329779,TEST1,NA
5/29/2010,TEST1,91.68759886,TEST1,NA
5/28/2010,TEST1,91.79919825,TEST1,NA
5/27/2010,TEST1,92.71719024,TEST1,NA
5/26/2010,TEST1,93.64436214,TEST1,NA
5/25/2010,TEST1,94.58080576,TEST1,NA
5/24/2010,TEST1,95.52661382,TEST1,NA
5/23/2010,TEST1,96.48187996,TEST1,NA
5/22/2010,TEST1,93.58742356,TEST1,NA
5/21/2010,TEST1,90.77980085,TEST1,NA
5/20/2010,TEST1,91.68759886,TEST1,NA
5/19/2010,TEST1,92.60447485,TEST1,NA
5/18/2010,TEST1,93.5305196,TEST1,NA
5/17/2010,TEST1,94.46582479,TEST1,NA
5/16/2010,TEST1,95.41048304,TEST1,NA
5/15/2010,TEST1,96.36458787,TEST1,NA
5/14/2010,TEST1,93.47365023,TEST1,NA
5/13/2010,TEST1,90.66944073,TEST1,NA
5/12/2010,TEST1,90.77980085,TEST1,NA
5/11/2010,TEST1,91.68759886,TEST1,NA
5/10/2010,TEST1,92.60447485,TEST1,NA
5/9/2010,TEST1,93.5305196,TEST1,NA
5/8/2010,TEST1,94.46582479,TEST1,NA
5/7/2010,TEST1,95.41048304,TEST1,NA
5/6/2010,TEST1,92.54816855,TEST1,NA
5/5/2010,TEST1,89.77172349,TEST1,NA
5/4/2010,TEST1,90.66944073,TEST1,NA
5/3/2010,TEST1,91.57613513,TEST1,NA
5/2/2010,TEST1,92.49189649,TEST1,NA
5/1/2010,TEST1,93.41681545,TEST1,NA
4/30/2010,TEST1,94.3509836,TEST1,NA
4/29/2010,TEST1,95.29449344,TEST1,NA
4/28/2010,TEST1,92.43565864,TEST1,NA
4/27/2010,TEST1,89.66258888,TEST1,NA
4/26/2010,TEST1,89.77172349,TEST1,NA
4/25/2010,TEST1,90.66944073,TEST1,NA
4/24/2010,TEST1,91.57613513,TEST1,NA
4/23/2010,TEST1,92.49189649,TEST1,NA
4/22/2010,TEST1,93.41681545,TEST1,NA
4/21/2010,TEST1,94.3509836,TEST1,NA
4/20/2010,TEST1,91.5204541,TEST1,NA
4/19/2010,TEST1,88.77484047,TEST1,NA
4/18/2010,TEST1,89.66258888,TEST1,NA
4/17/2010,TEST1,90.55921477,TEST1,NA
4/16/2010,TEST1,91.46480691,TEST1,NA
4/15/2010,TEST1,92.37945498,TEST1,NA
4/14/2010,TEST1,93.30324953,TEST1,NA
4/13/2010,TEST1,94.23628203,TEST1,NA
4/12/2010,TEST1,91.40919357,TEST1,NA
4/11/2010,TEST1,88.66691776,TEST1,NA
4/10/2010,TEST1,88.77484047,TEST1,NA
4/9/2010,TEST1,89.66258888,TEST1,NA
4/8/2010,TEST1,90.55921477,TEST1,NA
4/7/2010,TEST1,91.46480691,TEST1,NA
4/6/2010,TEST1,92.37945498,TEST1,NA
4/5/2010,TEST1,93.30324953,TEST1,NA
4/4/2010,TEST1,90.50415205,TEST1,NA
4/3/2010,TEST1,87.78902749,TEST1,NA
4/2/2010,TEST1,88.66691776,TEST1,NA
4/1/2010,TEST1,89.55358694,TEST1,NA
3/31/2010,TEST1,90.44912281,TEST1,NA
3/30/2010,TEST1,91.35361404,TEST1,NA
3/29/2010,TEST1,92.26715018,TEST1,NA
3/28/2010,TEST1,93.18982168,TEST1,NA
3/27/2010,TEST1,94.1217199,TEST1,NA
3/26/2010,TEST1,91.2980683,TEST1,NA
3/25/2010,TEST1,88.55912625,TEST1,NA
3/24/2010,TEST1,88.66691776,TEST1,NA
3/23/2010,TEST1,89.55358694,TEST1,NA
3/22/2010,TEST1,90.44912281,TEST1,NA
3/21/2010,TEST1,91.35361404,TEST1,NA
3/20/2010,TEST1,92.26715018,TEST1,NA
